Drug,ATC3
Clorazepate Dipotassium,N05B
Loraz,N05B
Pentasa,N03A
Pentasa,B03A
Pentasa,N05B
SITagliptin 100mg,A10B
SITagliptin 100mg,N05B
Tofacitinib (Xeljanz),N05B
cloraz,N05B
Carbatrol ER,N05B
Ativan,C01B
Ativan,N05B
Ativan,H04A
Phazyme,N05B
Phazyme,J01C
Metformin XR,N05B
diazePAM,N05B
darunavir,N05B
Loteprednol Etabonate,N05B
BusPIRone,N05B
Chlordiazepoxide HCl,N05B
Domperidone ,C01E
Domperidone ,N05B
Domperidone ,D04A
Nasonex  (*NF*),N05B
Junel 1.5/30,N05B
fentaNYL ,N05B
Ortho Tri-Cyclen LO (28),N05B
lisdexamfetamine (Vynanse),N05B
ChlordiazePOXIDE,N05B
Phillips Milk of Magnesia,N05B
Wal-Tussin DM,N05B
Opcon-A,G03B
Opcon-A,N05B
Tramadol 100mg Ext Release tab,N05B
HydrOXYzine,N05B
Nitrolingual Pumpspray,N05B
Citracal + D3,N05B
7-Keto DHEA,N05B
ranitidine (Zantac),N05B
Hydr,N05B
Buspirone,N05B
hydrOXYzine HCl,N05B
Stye Lubricant,N05B
Tujeo solostart ,N05B
Diazepam - CIWA protocol,N05B
milk thistle,N05B
Betamethasone,N05B
clorazepate,N05B
Copper Sulfate,N05B
Nifedipine 0.2%/Lidocaine 1% Ointment,N05B
Eszopiclone (Lunesta),N05B
busPIRone,N05B
Zonegran (zonisamide) 25mg cap,N05B
clora,N05B
Rasagiline 1mg,N05B
hydrOXYzine pamoate,N05B
Tarceva (erlotinib),N05B
tobramycin with nebulizer,N05B
Oxazepam,N05B
Vyvanse (lisdexamfetamine),N05B
Xanax,G03C
Xanax,N05B
LORazepam Oral Solution,N05B
OcuSoft Lid Scrub Plus,N05B
Oxybutynin,G04B
Oxybutynin,N05B
Cuprimine,N05B
Progesterone,N05B
Progesterone,G03D
desvenlafaxine ER (Pristiq),N05B
Keppra XR ,N05B
"Nystatin Powder 100,000 units/gm",N05B
multivitamin,N05B
multivitamin,H04A
diltiazem HCl,N05B
methamphetamine,N05B
vancoMYCIN for inhalation,N05B
zyrtec-D,N05B
Dulera (mometasone-formoterol),N05B
Uceris ER,N05B
Xanax XR,N05B
Viorele (28),N05B
Viorele (28),J01X
Extavia,N05B
Loraze,N05B
Diazepam *NF*,N05B
Propafenone (Immediate Release),C01B
abiraterone (Zytiga),C01B
Ibutilide Fumarate,C01B
Lidocaine Viscous 2%,C01B
Lidocaine Jelly,C01B
irbesartan-hydrochlorothiazide,C01B
irbesartan-hydrochlorothiazide,C09C
irbesartan-hydrochlorothiazide,C08C
Lidocaine 0.,C01B
lidocaine HCl,C01B
lidocaine HCl,J01F
Lidocaine P.F.,C01B
SORAfenib,L01X
SORAfenib,C01B
lidoc,C01B
Lidocaine 0.5% Mpf,C01B
Disopyramide Phosphate,C01B
quiniDINE Gluconate E.R.,C01B
Spironolactone,C03D
Spironolactone,C01B
Cordarone,C01B
lido,C01B
Lidocaine 2% P.F.,C01B
quiniDINE Gluconate,C01B
Lidocaine 2,C01B
quiniDINE Gluconate E.R. 324mg TAB,C01B
Propafenone HCl,C01B
Lidocaine Jelly 2%,C01B
Lidoc,C01B
Lidocaine t,C01B
VICOdin HP,C01B
Disopyramide CR,C01B
Incruse Ellipta 62.5 mcg Inh ,C01B
Mexiletine,C01B
Amiodarone Oral Suspension,C01B
Lidocaine 5% Ointment,N03A
Lidocaine 5% Ointment,C01B
fentanyl 100 mcg/hr patch,C01B
Amiodarone,C01B
quiniDINE ,C01B
Salex,C01B
Rayos,C01B
rotigotine (Neupro),C01B
Gelfoam Sponge,C01B
Lidocaine 2% P.f.,C01B
Lidocaine 1% (For PICC/Midline Insertions),C01B
EMLA,C01B
QuiNIDine Gluconate,C01B
Lidocaine Jelly ,C01B
diclofenac sodium topical gel  1%,C01B
NIFEdipine 2% Ointment,C01B
Lidocaine Viscous,C01B
quiniDINE Sulfate,C01B
Lidocaine 4%,C01B
Lidocaine Jel,C01B
Dofetilide,C01B
Coreg CR  (Carvedilol),C01B
VICOdin (HYDROcodone-acetaminophen),C01B
Lidoca,C01B
Lidocain,C01B
Pacerone,C01B
lidocain,C01B
AVINza,C01B
Alternagel-Benadryl-Lidocaine Visc.,C01B
mexiletine,C01B
Nucynta (Tapentadol) 75mg tab,C01B
Centrum Kids,B03B
Centrum Kids,C01B
Rythmol,C01B
Emla Cream,C01B
Lidoderm,C01B
Lidocaine ,C01B
arginine oxoglurate,B03B
oxcarbazepine Brand Name,N03A
oxcarbazepine Brand Name,B03B
magnesium oxide & Amino acid chelate,B03B
Doxycycline Hyclate  20mg,B03B
fidaxomicin 200mg TAB,B03B
tyrosine,B03B
Diclegis,B03B
Diclegis,C01E
diclofenac ,B03B
FoLIC Acid,B03B
Cyanoco,B03B
FoLIC ,B03B
ibrutinib(Imbruvica),B03B
copper ,B03B
Folgard,B03B
Nature-Throid (Thyroid pork),B03B
FoLIC,B03B
Folic Acid,B03B
Folic Acid,J01C
Motilium,B03B
Benadryl Extra Strength,B03B
Hydrolatum,B03B
Hydrolatum,D11A
Lamictal XR 200mg TAB,B03B
aMILoride,C03D
Bydureon,C03D
Bydureon,C03B
Triamterene,C03D
Pancrease MT 10,C03D
Amiloride HCl,C03D
Validol,C03D
Aldactone,C03D
tria,C03D
Eplerenone,C03D
prednisolone acetate (PF),C03D
Triamterene-Hydrochlorothiazide,C03D
Ridaura,C03D
Dyrenium,C03D
ambrisentan 10mg,C03D
Divalproex Sod. Sprinkles,N03A
LaMOTrigine ER,N03A
Phenytoin Sodium,N03A
Top,N03A
dilantin,N03A
Lutera (28) 0.1mg -20mcg,N03A
lamoTRIgine,N03A
LaMOT,N03A
Topiramate,N03A
Carbamazepine Rectal Suspension,N03A
Phenytoin (Suspension),N03A
Antivert,N03A
Lamotrigine,N03A
Carbamazepin,N03A
phenytoin,N03A
Phenytoin Sodium Extended,N03A
LamoTRIgine XR (Lamictal Brand) *NF*,N03A
Lacosamide *NF*,N03A
ZOLMitriptan,N03A
Carvedilol Phosphate,N03A
Fosphenytoin,N03A
Oxcarbazepine,N03A
*NF* Rufinamide,N03A
phenytoi,N03A
PHENObarbital - ICU Alcohol Withdrawal (Loading dose 2 and 3),N03A
PHENObarbital -  ICU Alcohol Withdrawal (Loading dose 2 and 3) FOR PHARMACY USE ONLY,N03A
Phenytoi,N03A
Pregaba,N03A
LaMICtal XR (lamotrigine),N03A
Cantron,N03A
Insulin-Levimir,N03A
Zarontin,N03A
Hetlioz,N03A
Valproic,N03A
Topiramate ,N03A
Dexilant 60 mg,N03A
Creatinine (Bulk),N03A
LaMICtaL XR,N03A
Junel FE 1/20 (28) TAB,N03A
Citracal Regular,N03A
Testosterone Gel 1% (50mg/5g tube),N03A
*NF* Pregabalin,N03A
Ranitidine HCl,N03A
Valproic Acid,N03A
Carbamazepine Chewable Tabs,N03A
Carbamazepine XR,N03A
Dilantin Kapseal,N03A
Dilantin Kapseal,M04A
Tazorac,N03A
Tiagabine,N03A
Folgard (folic acid-vit b6-vitb12),N03A
keppra,N03A
Symlin (pramlintide acetate),N03A
gaba,N03A
Pre,N03A
One-A-Day VitaCraves,N03A
LeVETir,N03A
Sennalax-S,N03A
Dilantin ,N03A
Vitamin B-6,N03A
felbamate 600mg,N03A
Phenytoin Patch for Allergy Testing,N03A
LeVETiracetam Oral Solution,N03A
Darvocet-N 100,N03A
Oxcarbazepine Brand Name,N03A
LaMICtal (lamotrigine),N03A
PHENObarbi,N03A
valp,N03A
LamoTRIgine Rectal Susp,N03A
primiDONE,N03A
phenazopyridine,N03A
LaMOTrigine Patch for Allergy Testing,N03A
Carbamazepine ER,N03A
Timoptic-XE,N03A
Timoptic-XE,A07D
Timoptic-XE,C10A
felbamate,N03A
felbamate,C10A
KlonoPIN,N03A
Squalamax Shark Liver Oil,N03A
TEGretol XR (carbamazepine),N03A
LamoTR,N03A
pheno,N03A
LACOSamide,N03A
PHENo,N03A
Phenytoin,N03A
LaMICtal XR 200mg TAB,N03A
Clarinex (desloratidine),N03A
Tiagabine HCl,N03A
PHENObarbital ,N03A
rufinamide,N03A
Lamotrig,N03A
Levetiracetam **Brand Name**,N03A
Prepopik(Sod.Picosulf.-Mag.Oxide-Citric acid),N03A
PHENobarbital Patch for Allergy Testing,N03A
PHEN,N03A
PHENObarbital Alcohol Withdrawal Dose Taper (Days 2-7),N03A
lamoTRIgine ER,N03A
Compound W,N03A
Pregabalin (Lyrica),N03A
Carbamazepine Suspension,N03A
Gabapen,N03A
Lacosamide,N03A
Gabapentin (Neurontin Brand),N03A
PHENO,N03A
PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 2 and 3),N03A
CarBAMazepine (Extended-Release),N03A
Carbamazepine ,N03A
Polytrim (trimethoprim + polymyxin B),N03A
Prednisolone,N03A
Prednisolone,C08C
Prednisolone,A07E
Zarontin (Ethosuximide),N03A
LeVET,N03A
Keppra *** Brand Name Only***,N03A
lacosamide,N03A
Claritin-D 12 Hour,N03A
PHENObarbital,N03A
levETIRAcetam,N03A
LevETIRAcetam Oral Solution,N03A
PHENObarbital-ICU Alcohol Withdrawal (Loading Dose 1) (IM) (FOR CLINICIAN USE),N03A
Lamo,N03A
Valproate Sodium,N03A
ritonavir (norvir) 100mg TAB,N03A
"Triumeq (abacavir,dolutegravir,lamivudine",N03A
Larin 1.5/30 (21),N03A
Toviaz,N03A
Toviaz,C10A
NEUROntin,N03A
Phenytoin ,N03A
LeVETiracetam Solution,N03A
Phenytoin Sodium (IV),N03A
carbam,N03A
valproat,N03A
LACOSamide - STAT Dose,N03A
Progesterone Micronized,N03A
Progesterone Micronized,G03D
dila,N03A
Larin Fe,N03A
Phenobar,N03A
Orphenadrine Citrate,N03A
PHENObarbital - ICU Alcohol Withdrawal (Loading Dose 1) ,N03A
Pamprin Multi-Symptom,N03A
Felbatol,N03A
Felbatol,G03A
ethosuximide,N03A
ethosuximide,C01E
Os-Cal 500+D,N03A
valproic acid (as sodium salt),N03A
Keppra 500 mg Tab,N03A
Jinteli,N03A
lamotr,N03A
NIFEdipine 2% ointment,N03A
LaMOTrigine XR (Lamictal Brand) *NF*,N03A
Lamot,N03A
pregabalin,N03A
Rufinamide,N03A
Rufinamide,H03A
Primidone,N03A
Etodolac (Lodine),N03A
PHENObar,N03A
Lialda 1.2 g,N03A
dil,N03A
LeVETiracetam ER,N03A
PHENObarb,N03A
valpro,N03A
phenoba,N03A
CarBAMazepine,N03A
ToPAMax,N03A
*NF* Trileptal (oxcarbazepine),N03A
LaMOTrigine (Lamictal Brand) *NF*,N03A
Pregabalin Oral Solution,N03A
Pregabalin,N03A
Quasense,N03A
Quasense,R06A
Gabapentin (Liquid),N03A
Alrex 0.2%,N03A
valpr,N03A
CarBAMazepine Chewable Tabs,N03A
PHENObarbital - ICU Alcohol Withdrawal (Initial Load / Rescue Dose),N03A
KePPRA,N03A
Triumeq ,N03A
Lisdexamfetamine (Vyvanse),N03A
Dalfampridine,N03A
Valproic Acid (as Sodium salt),N03A
Carbamazepine XR ,N03A
Jolivette,N03A
LamoTRIgine,N03A
Lactase Enzyme ,N03A
PHENObarbit,N03A
LACOSamide Oral Solution,N03A
Gaba,N03A
OXcarbazepine,N03A
Keppra *Brand Name*,N03A
Phenytoin Infatab,N03A
LaMICtal ER,N03A
Sumatriptan,N03A
PHE,N03A
Rexulti (brexpiprazole),N03A
Oxcarbaz,N03A
Depakene,N03A
"Coenzyme Q10, B2, B6, C, D and lipoic acid ",N03A
Carbamazep,N03A
Ketotifen fumarate,N03A
PHENOb,N03A
ketotifen fumarate (bulk),N03A
tolterodine ER,M03B
cyclobenzaprine,M03B
Copaxone (glatiramer),M03B
"Vitamin D 20,000units",M03B
tizan,M03B
palbociclib,M03B
Prempro ,M03B
Cyclobenzapri,M03B
Tecfidera (Dimethyl Fumurate),M03B
lidocaine-hydrocortisone ac,M03B
Baclofen Intrathecal,M03B
Methocarbamol,M03B
Palbociclib,M03B
Carisoprodol,M03B
Cyclobenza,M03B
Tizanidine HCl,M03B
Tizanidine,M03B
cholestyramine (bulk),C10A
cholestyramine-sucrose,C10A
Budesonide Nasal Inhaler  (*NF*),C10A
Victoza (LIRAGLUTIDE),C10A
Questran,C10A
Fluvastatin,C10A
Zetia,C10A
betadine,C10A
fenof,C10A
Fluva,C10A
Fenofibrate Micronized,C10A
Fenofibrate Micronized,G04B
Simvastatin 40 mg,C10A
Levemir Insulin ,C10A
Levemir Insulin ,C02A
Novolog Flexpen 100 unit/mL,C10A
Ezetimibe,C10A
Brimondine/timolol,C10A
fenofibric acid,C10A
Fenoglide,C10A
medroxyPROGESTerone 1% drops,C10A
Vy vanse,C10A
Rosuvastatin Calcium,C10A
Symbicort (budesonide/formeterol),C10A
I-Caps Areds,C10A
Cholestyramine Light,C10A
Atorvastatin,C10A
Nebivolol,C10A
Nebivolol,R06A
ZZ* Ipatasertib,C10A
colestipoL,C10A
Atorvastatin 40mg,C10A
lesc,C10A
Onglyza,C10A
Onglyza,H04A
Gemfibrozil,C10A
Ditropan XL (oxybutynin),C10A
simvastatin 40 mg,C10A
fenofi,C10A
*nf* ,C10A
Cholestyramine,C10A
Fenofibric Acid,C10A
simvastatin ,C10A
pravastatin,C10A
ezetimibe,C10A
Rapaflo (silodosin),C10A
Colestid,C10A
Colesevelam,C10A
Simvastin,C10A
*NF* Fenofibrate,C10A
Fenofibrate Nanocrystallized,C10A
rosuvastatin,C10A
doxycycline hyclate,C10A
Simvastatin,C10A
Simvastatin,D04A
simvastatin,C10A
Humira(CF),C10A
*NF* Fenofibrate ,C10A
Glucosamine,C10A
Dulera100-5,C10A
les,C10A
Domperidone 10mg tablet,C10A
Crestor,C10A
Myrbetriq(mirabegron,C10A
WelChoL,C10A
Darifenacin,C10A
Darifenacin,J01C
Azithromycin ,J01F
Clarithromycin,J01F
Levatol,H04A
Levatol,J01F
Chantix 1 mg,J01F
Azithromycin,D11A
Azithromycin,J01F
clarithromycin,J01F
AZITHromycin,J01F
DOPamine 400mg BAG,J01F
Azithro,J01F
Sucralfate (Carafate) 100/ml,J01F
Quinupristin/Dalfopristin,J01F
Carbidopa-Levodopa ODT,J01F
ergocalciferol (vitamin D2),A11C
Ergocalciferol (Vitamin D2),A11C
Vitamin A,A11C
calcitriol,A11C
vitamin,A11C
Calcitri,A11C
Calcijex,A11C
Nimodipine,C08C
nifedip,C08C
TraMADol  ER,C08C
NIFEdipine CR,C08C
amLODIPine,C08C
XIBROM (BROMFENAC),C08C
Procardia XL,C08C
NIFEdipine (Immediate Release),C08C
Tylenol-Codeine #4,C08C
nifed,C08C
NIFEdip,C08C
Felod,C08C
NIFEdipin,C08C
Nifedical XL,C08C
nifedipi,C08C
alfuzosin 10mg,C08C
Iron (ferrous sulfate),C08C
Nifedip,C08C
Travatan Z 0.004% opthalmic,C08C
Felodi,C08C
DHA - Prenatal,C08C
Ranexa,C01E
Ranexa,D11A
Ranexa,C08C
Ranexa,A03B
NIFE,C08C
Victrelis,C08C
NIF,C08C
Exelon (rivastigmine),C08C
Mytesi,C08C
NIFEdipi,C08C
NIFEd,C08C
NIFEdipine,C08C
amLODIPine benzoate,C08C
NIfe,C08C
Afinitor,C08C
Afinitor,D04A
Nifed,C08C
The Magic Bullet,C08C
nifedi,C08C
Pristiq (desvenlafaxine),H04A
Pristiq (desvenlafaxine),C08C
Norvasc,N06D
Norvasc,C08C
NIFEdi,C08C
nifedipine,C08C
trospium CL,M04A
ibrutinib (imbruvica),M04A
Probenecid,M04A
lenalidomide 5mg capsule,M04A
Colchi,M04A
febuxostat,M04A
Simvastatin ,M04A
Colchicine,M04A
Allopurinol,M04A
sacubitril-valsartan,M04A
Janumet  50mg/500mg,H04A
Ketorolac TroMETHamine,H04A
Ketorolac TroMETHamine,M01A
Durezol (difluprednate) 0.05% drops,H04A
bimatoprost (Lumigan),H04A
Pulmicort Flexhaler (budesonide),H04A
Excedrin PM,H04A
Veramyst,H04A
Prunelax,H04A
Oxybutynin ER,H04A
Glucagon Emergency,H04A
Levemir 100 units/ml,H04A
Sofosbuvir-Velpatasvir 400 mg-100 mg tablet,H04A
Kapidex(dexlandoprazole),H04A
inositoL,H04A
Multigen,D06A
Multigen,H04A
Multigen,A07E
Levemir 100 unit/ml,H04A
Glucagon,H04A
Calan SR,C08D
Calan SR,H04A
abatacept,H04A
Neupro (Rotigotine) 6mg/24hr Patch,H04A
Xenazine 25mg,H04A
Isosorbid,C01D
Isosorbide Mononit,C01D
Isosorbide Mononitr,C01D
Isosorbide Mononitrate,C01D
Isosorbide Mono,C01D
Nitroglycerin Ointment ,C01D
Nitro,C01D
Isosorbide M,C01D
Nitro-Dur,C01D
Isosorbide Mononitrate ,C01D
imdur,C01D
Isosorbide Dinitrate,C01D
Nitro-Bid,C01D
Isosorbide,C01D
Isosorbide Mon,C01D
Isosorbide Dini,C01D
Isos,C01D
ipratropium bromide  0.03%,C01D
Propofol 200mg/20mL 20mL VIAL,C01D
Isosorbide ,C01D
Isordil Titradose,C01D
isosorbide,C01D
"Preparation H(pe, witch hazel)",C01D
Isosorbi,C01D
Isosorbide Dinitrat,C01D
budesonide 180mcg/puff,C01D
Isosorbide Mononitra,C01D
Isosorbide Mononitrate (Extended Release),C01D
Beclomethasone Dipropionate,C01D
Beclomethasone Dipropionate,A07E
Isosorb,C01D
Isosorbide Monon,C01D
Nitroglycerin Ointment 0.2%,C01D
Isordil,C01D
Isoso,C01D
Isosorbide mono,C01D
Ismo,C01D
Isosorbide Dinitrate ER,C01D
isosorbide dinitrate,C01D
isos,C01D
Delestrogen,C01D
isoso,C01D
Isosorbide Dinitrate SA,C01D
imd,C01D
Isosorbide Mo,C01D
Nitroglycerin Patch,C01D
Imdu,C01D
imdu,C01D
Nesiritide,C01D
Imdur,C01D
Nitroglycerin SR,C01D
Lotrimin AF (clotrimazole),C01D
"Pancrelipase 16,000",C01D
Deferoxamine Mesylate,V03A
Deferoxamine (DFO),V03A
Domeboro,V03A
Sevelamer HCl,V03A
PhosLo,V03A
Calcium Acetate,V03A
Optive,V03A
Lanthanum,V03A
*NF* Deferasirox,V03A
sevelam,V03A
Flumazenil,V03A
sodium zirconium cyclosilicate,V03A
Methylene Blue 1%,V03A
echothiophate iodide,V03A
sevelamer HYDROCHLORIDE,V03A
sevel,V03A
sevelamer ,V03A
Sevelamer carbonate (Renvela),V03A
seve,V03A
Fomepizole,V03A
Xiidra,V03A
Methylene Blue,V03A
sevela,V03A
Sevelamer,V03A
sevelamer,V03A
sevelamer CARBONATE,V03A
deferasirox,L01X
deferasirox,V03A
calcium,V03A
aluminum acetate,V03A
Dexrazoxane,V03A
Lialda (mesalamine),C02D
iloperidone,C02D
Myfortic,L04A
Myfortic,D11A
Myfortic,J01X
Myfortic,C02D
Etodolac (lodine),C02D
Voltaren (diclofenac sodium),C02D
Azopt (brinzolamide),C02D
diazoxide (bulk),C02D
Levemir U-100 Insulin,C02D
Minoxidil,C02D
5-HTP,C02D
Homatropine  ,C02D
factor XIII,C02D
Hydralazine,C02D
Isradipine ,C02D
rivastigmine patch,C02D
Kerendia,C02D
alfuzosin ER 10MG,C02D
Mirapex 0.25 mg,C02D
Senna Plus,C02D
Nascobal,C02D
diazoxide,A11G
diazoxide,C02D
Fortesta,C02D
Proglycem,C02D
Clonidine Patch 0.2 mg/24 hr,C02A
CloniDINE,C02A
Clonidine TTS 3 Patch,C02A
Clonidine Patch 0.1,C02A
Clonidine,D11A
Clonidine,C02A
Clonidine TTS 2 Patch,C02A
Adderall 30mg tab,C02A
Clonidine Patch 0.1 mg/24 hr,C02A
Zenpep 20000 units,C02A
CloNIDine,C02A
Clonidine TTS 1 Patch,C02A
guanFACINE,C02A
Alprazolam ER,C02A
4,D08A
4,C02A
Methyldopa,C02A
Catapres-TTS-3,C02A
Clonidine 7-Day Patch 0.2 mg/24 hr,C02A
Clonidine 7-Day Patch 0.3 mg/24 hr,C02A
Clonidine Patch 0.3 mg/24 hr,C02A
cloNIDine,C02A
Desenex,C02A
Clonidine 7-Day Patch 0.1 mg/24 hr,C02A
Catapres,C02A
Miralax,C02A
Varenicline(Chantix),C03A
Combigan  0.2%/0.5%,C03A
Bydureon BCise,C03A
potassium chloride 20mEq,C03A
Tyvaso 1.74mg/2.9 ml,C03A
TriLyte With Flavor Packets,C03A
Chlorothiazide,C03A
Chlorothiazide Sodium,C03A
hydroCHLOROthiazide,C03A
Hydrochlorothiazide,C03A
hydrochlorothiazide,L01X
hydrochlorothiazide,C03A
Hyzaar,C03A
Zirgan (ganciclovir gel 0.15%),C03A
levot,H03A
Levoth,H03A
levothyr,H03A
Felodipine 5mg CR,H03A
Levothyrox,H03A
levothy,H03A
levo,H03A
levoth,H03A
Rytary ER,H03A
liothyronine,H03A
Levothy,H03A
 Levemir Insulin,H03A
Jadenu (deferasirox),H03A
AndroGel 1% ,H03A
Levothyr,H03A
Levothyro,H03A
D51/2NS 1000ml,H03A
Cytomel,H03A
synth,H03A
Liothyronine,H03A
Calcium 600 with Vitamin D3,H03A
Docusate sodium,H03A
synt,H03A
Liothyronine Sodium,H03A
diclofenac sodium gel,H03A
Exelon (rivastigmine) patch ,H03A
selenium sulfide,D01A
terbinafine,D01A
Fluconazole Desensitization,D01A
Fluconazole Suspension,D01A
Terbinafine 1% Spray,D01A
Fluconazole (Self Med),D01A
fluconazole,D01A
Ketoconazole,D01A
Ketoconazole Shampoo,D01A
econ,D01A
Selenium Sulfide,D01A
desoximetasone,D01A
Fluconazole,D01A
Diflucan,D01A
Tolnaftate,D01A
Ketoconazole ,D01A
Terbinafine 1% Cream,D01A
*NF* Econazole Nitrate 1% Cream,D01A
FLUC60L,D01A
Econazole,D01A
Terbinafine,D01A
Flucytosine,D01A
Pulmicort Flexhaler 180 mcg,D01A
Mupirocin,D06A
Rolaids,D06A
Bacitracin-Polymyxin Ointment,D06A
gentamicin,D06A
demeclocycline,D06A
Bacitracin-Polymyxin,D06A
Gentamicin Sulfate Ophth. Ointment,D06A
Gentamicin Sulfate,D06A
Bacitracin Ophthalmic Oint,D06A
neo,D06A
Gentamicin 0.3% Ophth. Ointment,D06A
Gentamicin Sulf. Ophth. Soln,D06A
Mupirocin Cream 2%,D06A
Bacitracin,D06A
Amikacin Inhalation,D06A
Bacitracin Ointment,D06A
neomy,D06A
Anefrin,D06A
Neomycin-Polymyxin-Bacitracin Ophth. Oint,D06A
Amikacin,D06A
Mupirocin Ointment 2%,D06A
Gentamicin,D06A
Genta,D06A
Bactroban Nasal,D06A
Neosporin (neo-bac-polym),D06A
bacitracin,D06A
Interleukin-2,D06A
Interleukin-2,D04A
Gentak,D06A
mupirocin,D06A
Neomycin-Polymyxin-Bacitracin,D06A
Chloramphenicol Na Succ,D06A
Amikacin - Dosing by pharmacy,D06A
Mupirocin ,D06A
NEUPRO,D06A
NEUPRO,R05D
mupirocin calcium,D06A
Lactobacillus acidoph & bifid,D06A
Bacitracin/Polymyxin B Sulfate Opht. Oint,D06A
Orthopedic Solution,D06A
Gentamicin 0.1% Cream,D06A
Gentamicin 0.3% Ophth. Soln,D06A
Gentamicin Antibiotic Lock,D06A
Demeclocycline,D06A
Biotene Oralbalance (glycerin),D06A
Focalin,D04A
promethazine,D04A
Promethazine HCl,D04A
OxyContin,A07E
OxyContin,D04A
Aliclen,D04A
Eletriptan,D04A
dupilumab,D04A
Elidel (pimecrolimus) 1% Cream,D04A
Preparation H (Witch Hazel),D04A
Benadryl,D04A
dicyclomine/lidocaine liquid,D04A
levothyroxine (SYNTHROID),D04A
Intron A,D04A
vancomycin capsule,D04A
"omega 3-dha-epa-fish oil,4c,3c,1c",D04A
Mesalamine DR,A07E
Mesalamine DR,D04A
levalbuterol HCl,D04A
Yaz (28),D04A
diphenhydrAMINE HCL,D04A
Diphenhydramine,D04A
Mederma,R06A
Mederma,D04A
Vaniqa,D04A
Diphenhyd,D04A
Promethazine,D04A
epinephrine,D04A
oxybutynin chloride XL,D04A
Benadryl Allergy,D04A
ziprasidone HCL,D04A
Seasonique,J01C
Seasonique,D04A
Chromium,D04A
Cetirizine-Pseudoephedrine,D04A
Diphenhydramine HCl,D04A
Daytrana,D04A
CeleXA (Citalopram),D04A
hydrocortisone-acetic acid,A07E
hydrocortisone-acetic acid,D04A
Relenza Diskhaler,D04A
Symlin (pramlintide acetate) ,D04A
Mirena,D04A
Butorphanol Tartrate Nasal Spray,D04A
RABEprazole (Aciphex),D04A
umeclidinium-vilanterol (Anoro),D04A
Gastrocrom,A07E
Gastrocrom,D04A
Tujeo Solostar 300 ,D04A
Mycophenolate,L04A
Basiliximab,L04A
Pepogest,L04A
*NF* Cyclosporine 0.05% Ophth,L04A
Simbrinzabrinzolamide-brimonidine,L04A
*NF* Abatacept,L04A
Mycophenolate ,L04A
cyclo,L04A
sirolimus,L04A
Cyclosporine 0.05% Ophth Emulsion,L04A
Mycopheno,L04A
Mycophenolat,L04A
mycophen,L04A
neoral,L04A
Kineret,L04A
Mycophenolate Sodium DR,L04A
CycloSPORINE,L04A
InFLIXimab (RemiCADE),L04A
medroxyPROGESTERone (bulk),L04A
anakINRA,L04A
Infliximab Desensitization,L04A
InFLIXimab Desensitization,L04A
*NF* Leflunomide,L04A
Dialyvite,L04A
CycloSPORINE (Sandimmune),L04A
Azathioprine Sodium,L04A
Valcyte,L04A
Azasan,L04A
Revatio (sildenafil citrate),L04A
Alemtuzumab,L04A
lef,L04A
RESTASIS,L04A
Neoral ,L04A
Anti-Thymocyte Globulin (Rabbit),L04A
leflu,L04A
Azathioprine,L04A
leflun,L04A
Rapamune,L04A
CYCLOSPORINE 0.05% OPHTH EMULSION,L04A
Mycophenolate Sodium,L04A
Mycoph,L04A
Etanercept,L04A
Neoral,L04A
azaTHIOprine,L04A
Cyclosporine Modified,L04A
Myfort,L04A
SandIMMUNE,L04A
AzaTHIOprine,L04A
Abatacept,L04A
Infliximab,L04A
InFLIXimab,L04A
CycloSPORINE (Neoral) MODIFIED,L04A
NEORAL,L04A
INV-Abatacept,L04A
cyclosporin,L04A
Xiidra (lifitegrast),L04A
CycloSPORINE ,L04A
lefluno,L04A
SulfaSALAzi,A07E
L-Threonine,A07E
ammonium lactate,A07E
Prednisol,A07E
Mesalamine,C05A
Mesalamine,A07E
*NF* Beclomethasone Dipro 80 mcg Inh,A07E
Gengraf (cyclosporine modified),A07E
nutritional supplements,A07E
PrednisoLONE Acetate 0.12% Ophth. Susp.,A07E
Betamethasone Na. Phos/Acet,A07E
Zinc,A07E
PredForte (prednisolone) 1%,A07E
Lastacaft,A07E
SulfaSALAzine DR,A07E
Symbicort 80-4.5 mcgHFA Inhaler,A07E
SulfaSALAzine_,A07E
*NF* Budesonide,A07E
INV-PrednisoLONE Acetate 1% Ophth,A07E
PredForte (prednisolone acetate) 1%,A07E
Betamethasone Valerate 0.1% Cream,A07E
Prednisolone ,A07E
Mesalamine CR,A07E
prednisol,A07E
Uceris,A07E
Betamethasone Dipro 0.05% Oint,A07E
Betamethasone Sodium Phos/Acet,A07E
lysine,A07E
acetaminophen C-F 325mg capsule,A07E
Zymar,A07E
Xyzal (levocetirizine),A07E
prednis,A07E
INV-PrednisoLONE Acetate 1% Ophth. Susp.,A07E
Balsalazide 750mg Cap,A07E
*NF* Budesonide Neb Solution,A07E
Prenatal DHA+Complete Prenatal,A07E
Asacol HD 800mg,A07E
pred,A07E
Biotene Dry Moisturizing Spray,A07E
Balsa,A07E
Pilocarpine,A07E
pentasa,A07E
Asacol,A07E
Betamethasone Dipropionate,A07E
*NF* Cromolyn Sodium Oral Solution,A07E
Prednisone Intensol,A07E
balsal,A07E
Budeso,A07E
Pred,A07E
PrednisoLONE Oral Solution,A07E
pulm,A07E
